110163934,I Bet He's Thinking About Other Women,Coding All Night,Daydreaming About the Perfect Code,Technology
91538330,X X Everywhere,Exam Stress,Exam stress everywhere,Panic Mode
61579,One Does Not Simply,Travel Budgeting,Me Ignoring Budget for Souvenirs,Travel
97984,Disaster Girl,Island Paradise Expectations,Reality of Mosquitoes and Humidity,Travel
188390779,Woman Yelling At Cat,Understanding Advanced Chemistry,Me Confused by Mixing Primary Colors,Education
247113703,A train hitting a school bus,Me Creating a visually appealing landing page,Client insisting on adding more elements to an already cluttered design,Web Development
101470,Ancient Aliens,Why my meditation routine involves cosmic visualizations,Because I journey through the stars in my mind during meditation,Meditation
188390779,Woman Yelling At Cat,DIY Enthusiast Demonstrating Complex Crafts,Me Sticking to Stick Figures,DIY
97984,Disaster Girl,Trying a New Painting Technique,Mixing Colors to Brown,Art
28251713,Oprah You Get A,When your food business goes global,You get a food global success,Food
181913649,Drake Hotline Bling,Going to the Cinema,Streaming movies at home,OTT
101470,Ancient Aliens,Why I don't need a relationship status,Because I'm writing my own love story,Self-Love Advocate
91538330,X X Everywhere,Lab Reports,Lab reports everywhere,Student
5496396,Leonardo DiCaprio Cheers,Completing a market research project with valuable insights,Celebrating informed marketing decisions,Marketing
4087833,Waiting Skeleton,Waiting for the Dog to Finish Sniffing,be like,Pet Owner
97984,Disaster Girl,Trying a NewFitness App,Accidentally Closing App,Fitness
247113703,A train hitting a school bus,Me Successfully integrating third-party APIs,APIs changing unexpectedly and breaking the website functionality,Web Development
91538330,X X Everywhere,Scholarship Applications,Scholarship applications everywhere,Student
148909805,Monkey Puppet,Full Moon Release Meditation Expectations,Reality of Unfulfilled Wishes,Meditation
87743020,Two Buttons,Streaming Services,Cable TV,Entertainment
124822590,Left Exit 12 Off Ramp,Physical Coupons,Online Coupon Codes,Commerce
247375501,Buff Doge vs. Cheems,Saving Money in a Piggy Bank,Investing in Cryptocurrency,Finance
91538330,X X Everywhere,Group Presentations,Everyone Talking at Once,Education
155067746,Surprised Pikachu,Home Workout: No Equipment Needed,Finding the Need for Equipment,Fitness
28251713,Oprah You Get A,Effective inventory management in food business,You get a food inventory management,Food
181913649,Drake Hotline Bling,Northern Lights Expedition,Dreaming of Seeing Aurora Borealis Someday,Travel
61579,One Does Not Simply,Unexpected Expenses,Me Actively Ignoring My Budget,Finance
259237855,Laughing Leo,Me when I realize I have been ,working with the wrong branch,Engineer
124822590,Left Exit 12 Off Ramp,Attending Physical Travel Expos,Exploring Virtual Travel Expos and Webinars,Travel
188390779,Woman Yelling At Cat,Home Organizer Detailing Minimalism,Me Embracing Maximalism,Organization
148909805,Monkey Puppet,College Tour Expectations,Reality of Getting Lost,Student
91538330,X X Everywhere,Going Viral,Going viral everywhere,Influencers
97984,Disaster Girl,Weekend Meditation Retreat Expectations,Reality of Noisy Campsite,Meditation
28251713,Oprah You Get A,When your business celebrates employee achievements,You get a business appreciation,Business
28251713,Oprah You Get A,Creating a meditation routine for stress relief,You get a meditation stress relief,Meditation
97984,Disaster Girl,Trying a New Hairstyle,Hair Stylist Misunderstands,Beauty
188390779,Woman Yelling At Cat,Chef Detailing Fine Dining Techniques,Me Enjoying Street Food,Culinary
4087833,Waiting Skeleton,Waiting for the Friend to Finish Laughing,be like,Listener
4087833,Waiting Skeleton,Waiting for the Traffic Jam to Clear,be like,Driver
101470,Ancient Aliens,Why I advocate for responsible AI,Because even aliens believe in ethical artificial intelligence,Law
259237855,Laughing Leo,Me when a user complains about load,times on a website with 50+ high-res images,Web Development
148909805,Monkey Puppet,Positive Affirmations Expectations,Reality of Forgetting Them,Meditation
188390779,Woman Yelling At Cat,Post-Workout Glow Expectations,Reality of Sweaty Red Face,Beauty
148909805,Monkey Puppet,Glitter Makeup Expectations,Reality of Glitter Everywhere,Beauty
259237855,Laughing Leo,Me pretending to understand the latest,medical research paper,Healthcare
100777631,Is This A Pigeon,Is this a midnight snack?,Devouring a chocolate bar,Food
181913649,Drake Hotline Bling,Reading Documentation,Learn from youtube,Technology
5496396,Leonardo DiCaprio Cheers,Receiving positive feedback on a creative ad campaign,Toasting to creative excellence in advertising,Marketing
91538330,X X Everywhere,Red Lights,Red lights everywhere,Impatient Drivers
101470,Ancient Aliens,Why I code with style,Because even aliens appreciate well-structured algorithms,Programmer
247375501,Buff Doge vs. Cheems,Enjoying Art and Crafts as a Hobby,Becoming a Recognized Artisan,Art
89370399,Roll Safe Think About It,When you accidentally break the build,Call it a planned test of the CI/CD pipeline,Engineer
28251713,Oprah You Get A,Strategic decision-making in business,You get a business decision-making,Business
124822590,Left Exit 12 Off Ramp,Traditional Travel Document Organizers,Digital Document Management Apps for Travel,Travel
101470,Ancient Aliens,Why I follow the latest health food trends,Because even aliens care about their well-being,Food
28251713,Oprah You Get A,When your business plan comes to fruition,You get a business success,Business
188390779,Woman Yelling At Cat,Lawyer Describing Legal Terms,Me Watching Legal Dramas Instead,Law
188390779,Woman Yelling At Cat,DIY Guru Explaining Home Automation,Me Still Using Light Switches,Home Improvement
155067746,Surprised Pikachu,Pre-Workout Stretch,Ends Up Being a Full Yoga Session,Fitness
91538330,X X Everywhere,Exam Cramming,Exam cramming everywhere,Night Before the Test
188390779,Woman Yelling At Cat,Tech Support Explaining Virtual Reality,Me Still Living in Reality,Technology
91538330,X X Everywhere,Lost TV Remote,Lost TV remote everywhere,Bingers
188390779,Woman Yelling At Cat,Photography Studio Open House,Me welcoming fellow photographers,Photography
124822590,Left Exit 12 Off Ramp,Physical Travel Health Clinics,Telemedicine Services for Travel Health,Healthcare
188390779,Woman Yelling At Cat,Bookstore Splurge Expectations,Reality of an Overflowing TBR Pile,Entertainment
28251713,Oprah You Get A,Photography Workshop Certificate,You get recognition for completing the program,Photography
87743020,Two Buttons,Golden Hour Photoshoot,Shooting at Noon,Photography
4087833,Waiting Skeleton,Waiting for the Cake to Cool,be like,Baker
177682295,You Guys are Getting Paid,When someone says They negotiated a salary increase,Me: You guys are getting paid more?,Engineer
188390779,Woman Yelling At Cat,Side Hustle Earnings,Me Calculating Side Hustle Income,Finance
155067746,Surprised Pikachu,Fitness Class: Pilates,Not Expecting Core Intensity,Fitness
61520,Futurama Fry,When someone assumes I'm lonely because I'm single,Not sure if they understand my independence or if they pity me,Single
100777631,Is This A Pigeon,Is this a brunch plan?,Meeting friends for breakfast,Food
28251713,Oprah You Get A,Mastering negotiation skills in business,You get a business acumen,Business
124822590,Left Exit 12 Off Ramp,Mail Order Catalogs,E-Commerce Platforms,Commerce
61579,One Does Not Simply,Visualization Meditation Expectations,Reality of Daydreaming,Meditation
28251713,Oprah You Get A,When your food blog surpasses a million followers,You get a food blog success,Food
89370399,Roll Safe Think About It,If someone points out browser compatibility issues,Suggest users switch to your preferred browser,Web Development
259237855,Laughing Leo,Me when the client asks for another,round of design changes,Web Development
91538330,X X Everywhere,Ice Cream Containers,Empty ice cream containers everywhere,Midnight Snackers
97984,Disaster Girl,Trying a New Home Workout,Accidentally Hitting Furniture,Fitness
188390779,Woman Yelling At Cat,Budgeting for Luxuries,Me Cutting Coupons for Groceries,Finance
247375501,Buff Doge vs. Cheems,Admiring Art in Storybooks as a Kid,Creating Illustrations for Published Books,Art
110163934,I Bet He's Thinking About Other Women,I Bet He's Thinking About Other Women,Why I'm always running late,Time Management Struggle
181913649,Drake Hotline Bling,Casual Friday at Work,Formal Dress Code,Work place
4087833,Waiting Skeleton,Waiting for the Sun to Set,be like,Photographer
100777631,Is This A Pigeon,Is this a coding struggle?,Dealing with merge conflicts,Programmer
87743020,Two Buttons,Virtual Reality Gaming,Console Gaming,Entertainment
28251713,Oprah You Get A,Photography Podcast Launch,You get a successful first episode,Photographers
124822590,Left Exit 12 Off Ramp,Physical Business Cards,Digital Business Cards,Commerce
259237855,Laughing Leo,Me debugging code written by a colleague,and finding a single missing semicolon,Engineer
4087833,Waiting Skeleton,Waiting for the Door to Be Answered,be like,Visitor
177682295,You Guys are Getting Paid,When someone says They are doing a paid internship,Me: You are getting paid?,Students
28251713,Oprah You Get A,Being praised for clean and efficient code,You get a programmer appreciation,Programmer
89370399,Roll Safe Think About It,If someone questions your documentation,Just say it's written in a secret code,Engineer
188390779,Woman Yelling At Cat,Beach Meditation Expectations,Reality of Sand in Everything,Meditation
181913649,Drake Hotline Bling,Online Cooking Classes,Culinary School Education,Culinary
97984,Disaster Girl,Setting Up a Home Office,Accidentally Spills Coffee on Laptop,Remote Work
3218037,This Is Where I'd Put My Trophy If I Had One,Perfectly executing a complex recipe,This is where I'd put my trophy if I had one,Food
148909805,Monkey Puppet,Group Project Collaboration Expectations,Reality of Unequal Contributions,Student
124822590,Left Exit 12 Off Ramp,Conventional Traveler's Wardrobe Packing,Using Travel Apps for Packing Lists,Travel
124822590,Left Exit 12 Off Ramp,Traditional Travel Photography Courses,Online Photography Classes for Travelers,Education
188390779,Woman Yelling At Cat,Watching a Classic Movie,Not Recognizing the Famous Scene,Entertainment
4087833,Waiting Skeleton,Waiting for the GPS to Recalculate,be like,Driver
188390779,Woman Yelling At Cat,Language Teacher Explaining Idioms,Me Taking Things Literally,Language Learning
89370399,Roll Safe Think About It,When you accidentally break the build,Call it a planned test of the CI/CD pipeline,Engineer
91538330,X X Everywhere,Coffee,Coffee stains everywhere,Caffeine Addicts
101470,Ancient Aliens,Why I choose a cosmic color palette for my web designs,Because I draw inspiration from the hues of distant galaxies,Web Development
97984,Disaster Girl,Livestream Concert Expectations,Reality of Bad Internet Connection,Entertainment
97984,Disaster Girl,Peaceful Meditation Retreat Expectations,Reality of Mosquito Bites,Meditation
148909805,Monkey Puppet,Hyped Movie Premiere Plans,Reality of Not Getting Invited,Entertainment
188390779,Woman Yelling At Cat,Watching a Horror Movie,Jumping at Every Unexpected Sound,Entertainment
124822590,Left Exit 12 Off Ramp,Offline Travel Journaling,Documenting Adventures with Online Travel Blogs,Writing
181913649,Drake Hotline Bling,Expanding your skills,Learning a new programming language,Technology
155067746,Surprised Pikachu,Group Project Due Date,Realizing It's Today,Student
87743020,Two Buttons,Home Gym,Public Gym,Fitness
101470,Ancient Aliens,Why I follow the latest cosmic fashion trends,Because I'm a trendsetter in the intergalactic fashion scene,Fashion
181913649,Drake Hotline Bling,Implementing an efficient algorithm,Enjoying that optimized code,Technology
28251713,Oprah You Get A,Meditation Challenge Completion,You get a sense of accomplishment,Meditation
97984,Disaster Girl,Planning a Post-Workout Smoothie,Forgetting to Buy the Ingredients,Fitness
61579,One Does Not Simply,Hair Growth Serum Expectations,Reality of No Magical Growth,Beauty
28251713,Oprah You Get A,When your business becomes a household name,You get a business recognition,Business
124822590,Left Exit 12 Off Ramp,Local Yellow Pages,Online Business Directories,Commerce
188390779,Woman Yelling At Cat,Fitness Instructor's Workout Routine,My Attempt to Follow Along,Fitness
87743020,Two Buttons,Remote Team Building,In-Person Team Building,Work
4087833,Waiting Skeleton,Waiting for the Friend to Finish Typing,be like,Texter
188390779,Woman Yelling At Cat,Sitting in Silence Expectations,Reality of Stomach Grumbles,Meditation
101470,Ancient Aliens,When someone asks about my fashion-forward coding style,Because I bring a touch of interstellar chic to the coding universe,Fashion
166969924,Flex Tape,When the customer retention is falling through the cracks,Secure it with personalized loyalty programs,Marketing
124822590,Left Exit 12 Off Ramp,Traditional Art Critiques,Online Art Community Feedback,Art
181913649,Drake Hotline Bling,Social Media Influencer's Home Gardening Showcase,Me Waiting for Professional Landscaping,Influencers
28251713,Oprah You Get A,When you surpass revenue expectations,You get a business profit,Business
4087833,Waiting Skeleton,Waiting for the Cake to Cool Down,be like,Baker
100777631,Is This A Pigeon,Is this a snack attack?,Indulging in chips and dip,Food
148909805,Monkey Puppet,Networking Mixer Expectations,Reality of Awkward Conversations,Student
87743020,Two Buttons,Online Gaming,Local Multiplayer Gaming,Entertainment
188390779,Woman Yelling At Cat,Homeownership Benefits,Me Scared of Mortgage Commitments,Finance
188390779,Woman Yelling At Cat,Broken Laptop,Me Frustrated with Technical Issues,Technology
188390779,Woman Yelling At Cat,Road Trip Enthusiasm,Me Bored After an Hour in the Car,Travel
91538330,X X Everywhere,Influencers Collabs,Influencers collabs everywhere,Influencers
100777631,Is This A Pigeon,Is this a midnight craving?,Snacking on cookies,Food
188390779,Woman Yelling At Cat,Home Organizer Detailing Decluttering Tips,Me Embracing the Mess,Organization
97984,Disaster Girl,Week Before Finals,Me Realizing I Should Have Started Earlier,Education
61579,One Does Not Simply,Movie Premiere Plans,Reality of Getting Bad Seats,Entertainment
91538330,X X Everywhere,Student Loans,Student loans everywhere,Student
87743020,Two Buttons,Photography Business Card Design,Using Generic Templates,Photography
188390779,Woman Yelling At Cat,Self-Love Meditation Expectations,Reality of Inner Critic,Meditation
188390779,Woman Yelling At Cat,Meditation Instructor Describing Zen Philosophy,Me Zenning Out on Couch,Mindfulness
61579,One Does Not Simply,Annual Report Preparation Expectations,Reality of Last-Minute Data Errors,Business
188390779,Woman Yelling At Cat,Photographer Explaining Darkroom Techniques,Me Applying Instagram Filters,Photography
87743020,Two Buttons,Online Cooking Classes,In-Person Cooking Classes,Food
89370399,Roll Safe Think About It,When someone asks about the unconventional variable names,Say it is a form of art in coding,Engineer
188390779,Woman Yelling At Cat,History Professor Detailing Historical Events,Me Playing Video Games,History
259237855,Laughing Leo,Me after finding a clever workaround,to a browser compatibility issue,Web Development
100777631,Is This A Pigeon,Is this a coding journey?,Learning a new programming language,Programmer
188390779,Woman Yelling At Cat,Tech Support Explaining Cloud Storage,Me Storing Everything on Hard Drive,Technology
87743020,Two Buttons,Netflix Marathon,Going to the Cinema,Entertainment
188390779,Woman Yelling At Cat,Financial Advisor Recommending Stocks,Me Trusting My Piggy Bank,Finance
181913649,Drake Hotline Bling,Self-Published Book,Traditional Publishing House,Book Publishing
100777631,Is This A Pigeon,Is this a paint palette?,Mixing colors for a masterpiece,Art
259237855,Laughing Leo,Me when the responsive design breaks,on a device I didn't test,Web Development
188390779,Woman Yelling At Cat,Understanding Economic Indicators,Me Confused by Financial Jargon,Finance
97984,Disaster Girl,Group Project Collaboration,Me Doing All the Work Alone,Education
97984,Disaster Girl,Setting Up a DIY Terrarium,Plants Dying,Gardening
97984,Disaster Girl,Setting Up a Home Theater,Forgot Remote Batteries,Entertainment
247113703,A train hitting a school bus,Me Implementing a secure login system,Users forgetting passwords and requesting numerous resets,Web Development
100777631,Is This A Pigeon,When someone says photography is easy,Trying to explain the art and technique,Photography
259237855,Laughing Leo,Me when I see the commit messages,from my early coding days,Engineer
148909805,Monkey Puppet,Tech Gadgets Wishlist,Me Can't Afford the Latest Gadgets,Technology
188390779,Woman Yelling At Cat,Game Developer Discussing Game Mechanics,Me Button-Mashing,Gaming
188390779,Woman Yelling At Cat,Online Learning Expectations,Reality of Technical Glitches,Education
110163934,I Bet He's Thinking About Other Women,When someone asks for free photos,Why my skills are worth paying for,Photography
4087833,Waiting Skeleton,Waiting for the Friend to Finish Typing,be like,Texter
61579,One Does Not Simply,Mindful Journaling Expectations,Reality of Misspelled Words,Meditation
124822590,Left Exit 12 Off Ramp,In-Person Mural Painting Projects,Online Collaborative Digital Murals,Art
124822590,Left Exit 12 Off Ramp,Conventional Travel Safety Tips,Accessing Online Travel Safety Guides,Travel
181913649,Drake Hotline Bling,Group Study Session,Me Socializing More Than Studying,Education
252758727,Mother Ignoring Kid Drowning In A Pool,Empty Suitcase,Visualizing Goa Packing List,Travel
124822590,Left Exit 12 Off Ramp,Local Print Newspapers,Online News Websites,Media
87743020,Two Buttons,Streaming Music,Live Concerts,Music
124822590,Left Exit 12 Off Ramp,Traditional Diary Writing,Online Journaling,Writing
89370399,Roll Safe Think About It,If the project manager asks about progress,Tell them it's in a state of quantum superposition,Engineer
4087833,Waiting Skeleton,Waiting for the Golden Hour,be like,Photographer
5496396,Leonardo DiCaprio Cheers,When a post goes viral,Celebrating the power of trending content,Influencer
188390779,Woman Yelling At Cat,Tech Support Explaining Software Updates,Me Ignoring Notifications,Technology
61520,Futurama Fry,Not sure If he is too genius to understand,or he does not make sense,Engineer
91538330,X X Everywhere,Peace,Peace everywhere,Meditation
61579,One Does Not Simply,Online Classes,Forgetting to Turn on the Camera,Education
166969924,Flex Tape,If the brand reputation is tearing,Fix it with the strength of positive customer testimonials,Marketing
91538330,X X Everywhere,Virtual Meetings,Zoom calls everywhere,Remote Workers
188390779,Woman Yelling At Cat,Reacting to Movie Merchandise,Wanting Everything in the Store,Entertainment
148909805,Monkey Puppet,Financial Goals Check,Me Reevaluating and Adjusting Financial Goals,Finance
28251713,Oprah You Get A,Effective leadership in a coding team,You get a programming leadership,Programmer
Meme_id,Meme_name,Text0,Text1,Industry
87743020,Two Buttons,Remote Astronomy Stargazing,Observatory Visit,Science
155067746,Surprised Pikachu,New Fitness Trend,Discovering It's Just a Gimmick,Fitness
188390779,Woman Yelling At Cat,Red Lipstick Confidence Expectations,Reality of Lipstick on Teeth,Beauty
101470,Ancient Aliens,Why I code with passion,Because even aliens can feel the energy in my code,Programmer
100777631,Is This A Pigeon,Is this a coding journey?,Learning a new framework,Programmer
124822590,Left Exit 12 Off Ramp,Traditional Classroom Presentations,Virtual Presentations,Education
28251713,Oprah You Get A,Fighting for social justice and equality,You get an advocate justice,Law
97984,Disaster Girl,Trying a New Pasta Recipe,Overcooking Noodles,Culinary
91538330,X X Everywhere,In-Person Events,In-person events everywhere,Influencers
181913649,Drake Hotline Bling,Running a smooth and efficient tech team,Productivity at its finest,Technology
188390779,Woman Yelling At Cat,Understanding Credit Reports,Me Avoiding Annual Credit Checks,Finance
110163934,I Bet He's Thinking About Other Women,I Bet He's Thinking About Other Women,Why I'm addicted to social media,Social Media Junkie
28251713,Oprah You Get A,When your business adapts to market trends,You get a business agility,Business
188390779,Woman Yelling At Cat,Meditation Journal Reflections,Me documenting the journey to mindfulness,Meditation
188390779,Woman Yelling At Cat,Perfect Eyebrow Shaping Expectations,Reality of Overplucking,Beauty
100777631,Is This A Pigeon,Is this a programming language?,Confusing HTML with CSS,Programmer
28251713,Oprah You Get A,Leading a successful business expansion,You get a businessman growth,Business
124822590,Left Exit 12 Off Ramp,Handwritten Letters,Text Messages,Communication
4087833,Waiting Skeleton,Waiting for the GPS to Recalculate,be like,Driver
259237855,Laughing Leo,Me when a plugin update breaks the,entire website,Web Development
188390779,Woman Yelling At Cat,Technology Blogger Explaining New Features,Me Not Updating Apps,Technology
188390779,Woman Yelling At Cat,Money Management Skills,Me Wishing Budgeting Was a Talent,Finance
247375501,Buff Doge vs. Cheems,My art during happy moments,*My art during sad moments,Art
155067746,Surprised Pikachu,Fitness Goals: Morning Runs,Not a Morning Person,Fitness
100777631,Is This A Pigeon,Why my code is working?,Code copied from stack overflow,Programmer
247375501,Buff Doge vs. Cheems,Traditional Board Games,Online Gaming,Gaming
61579,One Does Not Simply,Spiritual Enlightenment Expectations,Reality of Daily Distractions,Meditation
91538330,X X Everywhere,Textbooks,Textbooks everywhere,Student
124822590,Left Exit 12 Off Ramp,Traditional Cruise Reservations,Online Cruise Booking Platforms,Travel
124822590,Left Exit 12 Off Ramp,Conventional Traveler's Wardrobe Packing,Using Travel Apps for Packing Lists,Travel
97984,Disaster Girl,Learning to Drive,Parallel Parking Fail,Driving
91538330,X X Everywhere,LinkedIn Networking,LinkedIn networking everywhere,Influencers
188390779,Woman Yelling At Cat,Social Media Influencer's Morning Workout Challenge,Watching Exercise Videos from Bed,Influencers
124822590,Left Exit 12 Off Ramp,Traditional Vacation Photo Albums,Social Media Travel Posts,Travel
97984,Disaster Girl,Setting Up a DIY Craft Workshop,Glitter Spill Everywhere,DIY
124822590,Left Exit 12 Off Ramp,Traditional Board Games,Online Multiplayer Games,Gaming
181913649,Drake Hotline Bling,Learning a new programming language,Expanding your skills,Technology
4087833,Waiting Skeleton,Teacher waiting for class to be quiet,be like,Teacher 
155067746,Surprised Pikachu,Beauty Product Splurge,Checking Bank Balance After,Beauty
97984,Disaster Girl,Planting Flowers in Garden,Forgetting to Water Plants,Gardening
124822590,Left Exit 12 Off Ramp,Postal Service,Instant Messaging,Communication
188390779,Woman Yelling At Cat,Life Coach Giving Career Change Advice,Me Sticking to Familiar Paths,Self-Improvement
100777631,Is This A Pigeon,Is this a food blog?,Posting pictures of my dinner,Food
4087833,Waiting Skeleton,Waiting for the Cake to Cool,be like,Baker
100777631,Is This A Pigeon,Is this a coding obsession?,Collecting coding memes,Programmer
61579,One Does Not Simply,Explaining Quantum Computing,Me Understanding Quantum Computing,Technology
188390779,Woman Yelling At Cat,When your tripod won't cooperate,Me struggling with uneven surfaces,Photography
5496396,Leonardo DiCaprio Cheers,When the audience engages with authenticity,Toasting to genuine connections,Influencer
28251713,Oprah You Get A,When your dish receives rave reviews,You get a food dish acclaim,Food
87743020,Two Buttons,Staying In for New Year's Eve,Going to a Party,Celebration
188390779,Woman Yelling At Cat,Reading Challenging Literature,Me Confused by Simple Sentences,Education
181913649,Drake Hotline Bling,Creating a tech meme that goes viral,Joining the meme hall of fame,Technology
97984,Disaster Girl,Trying a New Makeup Look,Lipstick Smearing,Beauty
61520,Futurama Fry,When people ask if I'm actively dating,Not sure if I enjoy the solo journey or if I'm missing out on something special,Single
3218037,This Is Where I'd Put My Trophy If I Had One,This is where I would keep my metal health,If I had it,Healthcare
124822590,Left Exit 12 Off Ramp,Offline Travel Magazines,Online Travel Publications,Media
188390779,Woman Yelling At Cat,Tech Enthusiast Discussing Quantum Entanglement,Me Still Entangled in Earphone Wires,Technology
148909805,Monkey Puppet,Delayed Flight,Me Complaining About Airport Wi-Fi,Travel
166969924,Flex Tape,When the build breaks,but your debugging skills are on point,Engineer
4087833,Waiting Skeleton,Waiting for the Train to Arrive,be like,Commuter
28251713,Oprah You Get A,When your restaurant's dish wins a culinary award,You get a food culinary award,Food
28251713,Oprah You Get A,Collaboration with Famous Photographers,You get a legendary portfolio,Photography
188390779,Woman Yelling At Cat,History Professor Detailing Ancient Civilizations,Me Playing Ancient Civilization Games,History
124822590,Left Exit 12 Off Ramp,In-Person Concerts,Live Streaming Concerts,Entertainment
101470,Ancient Aliens,When someone asks about my secret to relaxation,Because I meditate like an extraterrestrial guru,Wellness
28251713,Oprah You Get A,Upgrading Camera Gear,You get a full-frame camera setup,Photography
28251713,Oprah You Get A,Photography Magazine Feature,You get a full-page spread,Photography
97984,Disaster Girl,Waiting for a Package Delivery,Delivery Delayed,Online Shopping
181913649,Drake Hotline Bling,Self-Hosting a Website,Cloud Hosting Services,Web Development
61579,One Does Not Simply,Group Project Meeting Expectations,Reality of Schedule Conflicts,Student
259237855,Laughing Leo,Me implementing a feature that was,initially deemed impossible,Engineer
181913649,Drake Hotline Bling,Home Gardening,Professional Landscaping,Gardening
61579,One Does Not Simply,Final Exam Study Plans,Reality of Last-Minute Cramming,Student
188390779,Woman Yelling At Cat,Personal Finance Guru Discussing Frugality,Me Indulging in Impulse Buys,Finance
97984,Disaster Girl,Setting Up a Home Gym,Exercise Equipment Malfunction,Fitness
91538330,X X Everywhere,Scattered LEGO Pieces,Scattered LEGO pieces everywhere,Parents
28251713,Oprah You Get A,When you secure funding for your startup,You get a business investor,Business
181913649,Drake Hotline Bling,Virtual Wedding Ceremony,Traditional Wedding Ceremony,Events
101470,Ancient Aliens,Why my relationship status is complicated,Because I have a complicated relationship with deciding where to eat,Food Choices
181913649,Drake Hotline Bling,Mastering the art of remote collaboration,Connecting with global teams,Technology
259237855,Laughing Leo,Me when a user suggests a simple fix,to a complex coding problem,Web Development
188390779,Woman Yelling At Cat,Discussing Investment Risks,Me Playing It Safe with Savings,Finance
97984,Disaster Girl,Credit Score Check,Me Nervously Checking Credit Score,Finance
89370399,Roll Safe Think About It,When someone asks if you've tested the code thoroughly,Just say it passed the eyeball test,Engineer
124822590,Left Exit 12 Off Ramp,Traditional Radio,Streaming Music Services,Entertainment
259237855,Laughing Leo,Me fixing a bug and unintentionally,introducing two more,Engineer
188390779,Woman Yelling At Cat,Grasping Economic Models,Me Confused by Budgeting 101,Education
188390779,Woman Yelling At Cat,Online Beauty Tutorial Expectations,Reality of Broken Internet,Beauty
87743020,Two Buttons,Frontend Development,Backend Development,Web Development
61579,One Does Not Simply,Morning Meditation Routine Expectations,Reality of Snoozing the Alarm,Meditation
124822590,Left Exit 12 Off Ramp,Physical Luggage Tags,Electronic Luggage Tracking Systems,Travel
100777631,Is This A Pigeon,When someone asks about my favorite lens,Is this a prime lens?,Photography
148909805,Monkey Puppet,New Beauty Product Hype Expectations,Reality of Allergic Reaction,Beauty
Meme_id,Meme_name,Text0,Text1,Industry
61520,Futurama Fry,When a patient says they Googled their symptoms,Not sure if it's helpful information or the beginning of a challenging conversation,Healthcare
124822590,Left Exit 12 Off Ramp,Traditional Fax Machines,Online Fax Services,Communication
28251713,Oprah You Get A,Strategic planning for business expansion,You get a business development,Business
87743020,Two Buttons,Virtual Reality,Reality,Technology
61579,One Does Not Simply,Sunset Yoga and Meditation Expectations,Reality of Bug Bites,Meditation
4087833,Waiting Skeleton,Waiting for the Shower to Warm Up,be like,Early Riser
155067746,Surprised Pikachu,Business Conference Invitation,Last-Minute Hotel Bookings,Business
155067746,Surprised Pikachu,Unexpected Wildlife Encounter,Trying not to scare the birds away,Photography
87743020,Two Buttons,Virtual Doctor Consultation,In-Person Clinic Visit,Healthcare
91538330,X X Everywhere,Dog Hair,Dog hair everywhere,Dog Owners
28251713,Oprah You Get A,When you business gets investor,you be like,Business 
155067746,Surprised Pikachu,Beauty Salon Appointment,Sticker Shock at the Checkout,Beauty
97984,Disaster Girl,Setting Up a Home Office,Computer Crashes,Work From Home
247113703,A train hitting a school bus,Me Creating a detailed engineering documentation,Documentation getting lost and causing confusion,Engineer
4087833,Waiting Skeleton,Waiting for the GPS to Recalculate,be like,Driver
61520,Futurama Fry,When the code review feedback is minimal,Not sure if I nailed it or if my team is too busy to review thoroughly,Web Development
247375501,Buff Doge vs. Cheems,Traditional Art Exhibitions,Virtual Reality Art Experiences,Art
188390779,Woman Yelling At Cat,Photogenic Makeup Look Expectations,Reality of Unflattering Selfies,Beauty
97984,Disaster Girl,Photography Road Trip Plans,Me excited about capturing scenic landscapes,Travel Photography
28251713,Oprah You Get A,Innovative product design,You get a business creativity,Business
247375501,Buff Doge vs. Cheems,Participating in Elementary School Art Shows,Exhibiting Artwork in Galleries and Exhibitions,Art
97984,Disaster Girl,Failed Meditation Session,Laughing it off and trying again,Meditation Humor
4087833,Waiting Skeleton,Waiting for the Dog to Finish Sniffing,be like,Pet Owner
259237855,Laughing Leo,Me when the client says they want,the project to be more interactive,Engineer
188390779,Woman Yelling At Cat,Nutritionist Promoting Detox Diet,Me Indulging in Snacks,Health
181913649,Drake Hotline Bling,Skydiving Adventure,Tamer Sightseeing Tours,Travel
124822590,Left Exit 12 Off Ramp,Traditional Travel Research in Libraries,Online Reviews and Forums for Destination Insights,Travel
188390779,Woman Yelling At Cat,Stock Market Trends Explained,Me Hesitant to Join the Investing Game,Finance
247375501,Buff Doge vs. Cheems,Getting Inspired by Cartoons as a Kid,Influencing the Art World with Unique Style,Art
61520,Futurama Fry,When a user reports a bug that's impossible to reproduce,Not sure if it's a real issue or a mystical bug haunting the system,Web Development
252758727,Mother Ignoring Kid Drowning In A Pool,Empty Passport,Daydreaming About Goa,Travel
188390779,Woman Yelling At Cat,Language Teacher Explaining Slang,Me Sticking to Formal Language,Language Learning
61579,One Does Not Simply,Upgrade Reminder,Me Ignoring Software Upgrade Alerts,Technology
28251713,Oprah You Get A,Perfect Lighting Conditions,You get a flawless portrait session,Photography
177682295,You Guys are Getting Paid,When someone says They are doing paid internship,Me: You are getting paid?,Engineer
28251713,Oprah You Get A,Striking a work-life balance in business,You get a businessman wellness,Business
91538330,X X Everywhere,Unread Emails,Unread emails everywhere,Inbox Overload
